#{"t_start": 1766914283.692569, "env_id": "None"}
r,l,t
7.351429,3,3.891038
7.351429,3,3.891641
7.351429,3,3.891858
7.301984,3,3.89248
7.301984,3,3.893072
7.487173,3,3.893695
7.487173,3,3.893904
7.939875,3,3.894509
7.301984,3,3.895143
7.539047,3,3.895745
7.539047,3,3.895959
7.060397,3,3.896562
7.539047,3,3.897192
7.539047,3,3.897814
7.539047,3,3.898023
7.055117,3,3.898627
7.539047,3,3.899233
7.539047,3,3.899859
7.539047,3,3.900069
7.651073,3,3.900671
7.539047,3,3.901273
7.539047,3,3.901904
7.539047,3,3.902113
7.539047,3,3.902743
7.539047,3,3.903332
7.539047,3,3.903997
7.539047,3,3.904215
7.539047,3,3.904854
7.351429,3,3.905476
7.074084,3,3.90605
7.351429,3,3.906272
7.351429,3,3.906943
-19.9,2,3.907465
7.351429,3,3.90769
7.351429,3,3.908364
7.351429,3,3.90903
7.351429,3,3.909639
7.351429,3,3.909856
7.351429,3,3.910482
7.351429,3,3.911134
7.351429,3,3.911758
7.351429,3,3.911969
7.351429,3,3.912589
7.351429,3,3.913217
7.351429,3,3.913821
7.351429,3,3.914032
7.487173,3,3.914652
7.352412,3,3.91532
7.352412,3,3.915937
7.352412,3,3.916145
7.352412,3,3.916752
7.487173,3,3.917411
7.320922,3,3.918023
-20.0,1,3.918071
7.320922,3,3.91868
7.320922,3,3.918918
7.320922,3,3.919517
7.320922,3,3.920118
7.543751,3,3.920784
7.64318,3,3.921034
7.352412,3,3.921908
7.352412,3,3.922523
7.352412,3,3.92314
7.352412,3,3.923383
7.352412,3,3.923998
7.352412,3,3.924598
7.352412,3,3.925202
7.352412,3,3.925436
7.352412,3,3.926047
7.352412,3,3.926661
-19.9,2,3.926772
7.352412,3,3.927401
7.352412,3,3.928023
7.063879,3,3.928589
7.352412,3,3.928797
-3.559248,3,3.929426
-3.559248,3,3.930024
-3.559248,3,3.930636
-3.559248,3,3.930853
-3.559248,3,3.931504
-3.559248,3,3.93211
-3.559248,3,3.932719
-3.559248,3,3.932935
-3.559248,3,3.933591
6.984796,3,3.934164
-3.559248,3,3.934771
7.951145,3,3.934983
7.951145,3,3.9356
6.162058,3,3.936187
7.101544,3,3.936762
-3.559248,3,3.936994
-3.559248,3,3.937669
-19.8,3,3.938304
-19.8,3,3.938903
-19.8,3,3.939114
-19.8,3,3.939765
-19.8,3,3.940368
-19.8,3,3.940966
-19.8,3,3.941176
-19.8,3,3.941816
-19.8,3,3.942429
-19.8,3,3.943014
-19.8,3,3.943215
-19.8,3,3.943839
-19.8,3,3.944432
-19.8,3,3.945027
-19.8,3,3.945237
-19.8,3,3.945872
-19.8,3,3.946479
-19.8,3,3.947072
-19.8,3,3.947274
-19.8,3,3.9479
-19.8,3,3.948505
-19.8,3,3.949091
6.10976,3,3.949294
7.367853,3,3.949953
7.367853,3,3.950556
7.56897,3,3.951164
7.56897,3,3.951378
7.56897,3,3.952016
7.56897,3,3.952619
7.56897,3,3.95322
7.56897,3,3.953432
7.420164,3,3.954112
7.420164,3,3.954742
7.420164,3,3.955371
7.420164,3,3.955593
-19.8,3,3.956256
-19.8,3,3.956879
7.420164,3,3.957493
7.420164,3,3.957713
-19.8,3,3.958371
-19.8,3,3.95897
-19.8,3,3.959572
-19.8,3,3.959779
-19.8,3,3.960429
-19.8,3,3.961049
7.420164,3,3.96167
7.420164,3,3.961883
7.420164,3,3.962526
9.58301,3,3.963156
9.58301,3,3.963776
9.58301,3,3.963997
9.58301,3,3.964649
7.420164,3,3.965267
7.420164,3,3.965898
7.420164,3,3.966116
7.420164,3,3.966772
7.420164,3,3.967389
7.420164,3,3.968014
7.420164,3,3.968231
7.420164,3,3.968864
7.420164,3,3.969509
7.420164,3,3.970131
7.420164,3,3.970453
7.420164,3,3.971242
7.420164,3,3.971918
7.420164,3,3.972543
7.420164,3,3.972762
7.420164,3,3.973433
7.420164,3,3.974086
7.420164,3,3.974706
7.420164,3,3.97492
7.34719,3,3.975571
9.58301,3,3.97618
7.34719,3,3.976791
7.34719,3,3.977005
7.34719,3,3.977644
7.34719,3,3.978275
7.34719,3,3.978882
7.34719,3,3.979097
7.34719,3,3.979725
7.34719,3,3.980332
9.58301,3,3.980933
9.58301,3,3.981146
9.58301,3,3.981782
9.58301,3,3.982385
7.314529,3,3.982991
7.314529,3,3.983203
7.314529,3,3.98384
7.217873,3,3.984459
7.217873,3,3.985065
7.217873,3,3.985284
7.320208,3,3.98592
7.320208,3,3.986526
7.320208,3,3.987195
7.320208,3,3.987408
-19.8,3,3.98803
7.320208,3,3.988641
7.217873,3,3.989241
7.217873,3,3.989447
7.217873,3,3.990082
7.217873,3,3.990686
7.217873,3,3.991286
7.217873,3,3.991493
7.217873,3,3.992118
7.217873,3,3.992719
7.217873,3,3.993315
7.217873,3,3.993527
7.217873,3,3.994165
7.217873,3,3.994767
7.217873,3,3.995368
7.217873,3,3.995577
7.217873,3,3.996205
7.217873,3,3.996795
7.217873,3,3.997395
7.217873,3,3.99761
7.529036,3,3.998245
7.320208,3,3.998843
6.931278,3,3.9994
7.320208,3,3.999607
7.320208,3,4.000257
7.320208,3,4.000856
7.529036,3,4.001453
-20.0,1,4.001495
7.529036,3,4.002122
7.529036,3,4.002338
7.529036,3,4.002957
7.529036,3,4.003571
7.217873,3,4.004232
7.217873,3,4.004476
7.217873,3,4.005117
7.217873,3,4.005733
7.217873,3,4.006372
7.217873,3,4.006579
7.217873,3,4.007181
7.217873,3,4.007781
7.217873,3,4.008406
7.217873,3,4.008618
7.217873,3,4.009227
7.217873,3,4.009839
7.217873,3,4.010463
7.217873,3,4.010678
7.217873,3,4.011313
7.217873,3,4.011924
7.217873,3,4.012553
7.217873,3,4.012763
7.217873,3,4.013369
7.529036,3,4.013967
7.529036,3,4.014598
7.529036,3,4.014809
7.947106,3,4.015425
7.947106,3,4.016036
7.947106,3,4.016661
7.947106,3,4.016875
7.947106,3,4.017505
7.529036,3,4.018124
7.529036,3,4.01874
7.529036,3,4.018948
7.529036,3,4.019556
7.947106,3,4.020156
7.947106,3,4.020861
7.947106,3,4.021078
7.947106,3,4.021706
7.947106,3,4.022314
7.947106,3,4.022966
7.947106,3,4.02318
7.947106,3,4.023777
7.947106,3,4.024376
7.947106,3,4.025013
7.947106,3,4.025224
7.947106,3,4.025825
7.947106,3,4.026437
7.947106,3,4.027067
7.947106,3,4.027279
-20.0,1,4.027722
7.659396,3,4.027943
7.659396,3,4.028572
7.659396,3,4.029176
7.659396,3,4.029777
7.784923,3,4.029994
-4.828788,3,4.030578
7.064107,3,4.031199
7.064107,3,4.031807
8.88227,3,4.032016
8.88227,3,4.032655
8.88227,3,4.033291
8.88227,3,4.033891
7.064107,3,4.034108
7.659396,3,4.034743
7.659396,3,4.035359
7.58654,3,4.03594
7.659396,3,4.036158
7.659396,3,4.036799
7.659396,3,4.037475
7.659396,3,4.03809
7.659396,3,4.038301
7.659396,3,4.038944
7.659396,3,4.039551
7.659396,3,4.04016
7.659396,3,4.040376
7.659396,3,4.041018
7.659396,3,4.041631
7.659396,3,4.042235
7.659396,3,4.042449
7.659396,3,4.043085
7.689248,3,4.043685
7.689248,3,4.04428
7.689248,3,4.044492
7.689248,3,4.045113
7.689248,3,4.045722
7.659396,3,4.046329
7.659396,3,4.04654
7.659396,3,4.047188
7.659396,3,4.047791
7.689248,3,4.048393
7.689248,3,4.04861
7.689248,3,4.049248
7.689248,3,4.049858
7.689248,3,4.050466
7.689248,3,4.050684
7.689248,3,4.051312
7.689248,3,4.051927
7.659396,3,4.05252
7.659396,3,4.052736
7.659396,3,4.053371
7.659396,3,4.05401
7.659396,3,4.054619
7.659396,3,4.054835
7.659396,3,4.055477
7.659396,3,4.056083
7.689248,3,4.056678
7.689248,3,4.056895
7.689248,3,4.057546
7.689248,3,4.058157
7.689248,3,4.058766
7.689248,3,4.058981
7.689248,3,4.059618
7.689248,3,4.060223
7.689248,3,4.060835
7.689248,3,4.061058
7.689248,3,4.061685
7.689248,3,4.062295
7.689248,3,4.062888
7.689248,3,4.063093
7.689248,3,4.063718
7.689248,3,4.064331
7.689248,3,4.064939
7.689248,3,4.065148
7.689248,3,4.065777
7.689248,3,4.066408
7.689248,3,4.067028
7.689248,3,4.067236
7.689248,3,4.067873
7.689248,3,4.068474
7.689248,3,4.069082
-20.0,1,4.069129
7.689248,3,4.069752
7.689248,3,4.069961
7.689248,3,4.07061
7.689248,3,4.071211
7.689248,3,4.071856
7.689248,3,4.072073
7.689248,3,4.072688
6.710888,3,4.07329
6.710888,3,4.073936
6.710888,3,4.074144
6.710888,3,4.074772
6.710888,3,4.075387
6.710888,3,4.076038
6.710888,3,4.076253
6.710888,3,4.076859
8.458981,3,4.077441
6.710888,3,4.078066
6.710888,3,4.078282
6.710888,3,4.078896
6.710888,3,4.07951
6.710888,3,4.080117
6.710888,3,4.080334
6.710888,3,4.080933
6.710888,3,4.081573
6.710888,3,4.082193
6.710888,3,4.082404
6.710888,3,4.083023
6.710888,3,4.083624
6.710888,3,4.084273
-20.0,1,4.084317
6.710888,3,4.08492
6.710888,3,4.085135
6.710888,3,4.085775
6.710888,3,4.086386
6.710888,3,4.087056
6.710888,3,4.087266
6.710888,3,4.087903
6.710888,3,4.088511
6.710888,3,4.089123
6.710888,3,4.089337
6.710888,3,4.08997
6.710888,3,4.090588
6.710888,3,4.091199
6.710888,3,4.091415
6.710888,3,4.092053
7.204026,3,4.092667
7.204026,3,4.093269
7.204026,3,4.093485
7.204026,3,4.094109
7.204026,3,4.094964
7.204026,3,4.095566
7.204026,3,4.095778
7.204026,3,4.096395
7.204026,3,4.097
7.204026,3,4.097627
7.204026,3,4.097841
7.204026,3,4.09847
7.204026,3,4.099086
7.204026,3,4.099693
7.204026,3,4.099908
7.204026,3,4.100541
8.88227,3,4.101156
8.88227,3,4.101765
8.88227,3,4.101981
8.88227,3,4.10263
8.88227,3,4.103232
8.88227,3,4.103834
8.88227,3,4.104043
8.88227,3,4.104749
-20.0,1,4.104794
7.336575,3,4.10544
7.336575,3,4.106039
7.336575,3,4.106681
7.336575,3,4.106894
7.336575,3,4.107501
7.336575,3,4.108117
7.336575,3,4.10877
7.336575,3,4.108986
7.336575,3,4.109604
7.336575,3,4.110216
7.336575,3,4.110853
7.021944,3,4.111036
7.336575,3,4.111643
7.336575,3,4.112253
7.336575,3,4.112874
7.336575,3,4.113086
7.336575,3,4.113686
7.336575,3,4.114324
8.88227,3,4.114966
8.88227,3,4.115182
8.88227,3,4.115797
8.88227,3,4.116408
8.88227,3,4.117056
8.88227,3,4.11727
8.88227,3,4.117879
7.336575,3,4.118474
-19.9,2,4.118607
7.336575,3,4.119199
7.336575,3,4.119818
7.336575,3,4.120434
7.336575,3,4.120678
7.336575,3,4.121361
7.336575,3,4.121971
7.336575,3,4.12259
7.336575,3,4.122829
7.336575,3,4.123431
7.336575,3,4.124042
7.336575,3,4.124646
7.336575,3,4.124888
7.336575,3,4.125492
7.460251,3,4.126092
7.460251,3,4.126697
7.460251,3,4.126938
7.460251,3,4.127538
-20.0,1,4.12758
7.460251,3,4.128185
7.460251,3,4.128807
7.460251,3,4.129399
7.460251,3,4.129609
7.460251,3,4.130214
7.460251,3,4.130845
7.460251,3,4.131455
7.460251,3,4.131671
7.460251,3,4.132283
7.460251,3,4.132941
7.460251,3,4.133552
7.460251,3,4.13376
7.460251,3,4.134368
7.460251,3,4.134995
7.460251,3,4.135604
7.460251,3,4.135816
7.460251,3,4.136424
7.460251,3,4.137129
7.460251,3,4.137884
7.460251,3,4.138104
7.460251,3,4.138732
7.460251,3,4.139382
7.460251,3,4.139996
7.460251,3,4.140209
7.460251,3,4.140829
7.149546,3,4.14144
7.460251,3,4.142049
7.460251,3,4.142261
7.460251,3,4.142868
7.460251,3,4.143509
7.460251,3,4.144136
7.460251,3,4.144353
7.460251,3,4.144965
7.369032,3,4.145599
7.369032,3,4.146196
7.369032,3,4.146411
7.309993,3,4.147033
7.309993,3,4.147669
7.309993,3,4.148261
7.309993,3,4.148477
7.309993,3,4.14909
7.309993,3,4.149727
7.309993,3,4.150325
7.309993,3,4.150538
7.309993,3,4.151145
7.309993,3,4.151793
7.309993,3,4.152396
7.309993,3,4.152607
7.309993,3,4.153227
7.309993,3,4.153904
7.309993,3,4.154643
7.309993,3,4.154861
7.309993,3,4.155497
7.309993,3,4.156161
7.264004,3,4.156746
7.309993,3,4.156962
7.309993,3,4.157577
7.309993,3,4.158208
7.309993,3,4.158805
7.309993,3,4.159018
7.319207,3,4.159643
7.319207,3,4.160285
7.319207,3,4.160889
7.319207,3,4.161103
7.319207,3,4.161718
7.319207,3,4.162345
7.319207,3,4.162955
7.319207,3,4.163162
7.345994,3,4.163776
7.345994,3,4.164435
7.345994,3,4.165035
7.345994,3,4.16525
7.641614,3,4.165856
7.641614,3,4.166518
7.641614,3,4.167124
7.641614,3,4.167336
7.641614,3,4.16795
7.641614,3,4.168616
7.641614,3,4.169218
7.641614,3,4.169433
7.641614,3,4.170043
7.641614,3,4.170725
7.641614,3,4.171447
7.641614,3,4.171666
7.641614,3,4.172289
7.641614,3,4.172953
7.641614,3,4.173559
7.641614,3,4.173766
7.641614,3,4.174374
7.369032,3,4.175011
7.369032,3,4.175633
7.369032,3,4.175847
7.369032,3,4.176454
7.369032,3,4.177088
7.369032,3,4.177703
7.369032,3,4.177918
7.369032,3,4.178524
7.369032,3,4.179152
7.369032,3,4.17975
7.369032,3,4.179967
7.369032,3,4.180609
7.177188,3,4.181216
7.369032,3,4.18182
7.369032,3,4.182037
7.369032,3,4.182644
7.369032,3,4.183286
7.369032,3,4.183899
7.369032,3,4.184109
7.369032,3,4.184724
7.369032,3,4.185363
7.369032,3,4.186005
7.369032,3,4.186218
7.369032,3,4.186843
7.369032,3,4.187521
7.369032,3,4.188242
7.369032,3,4.188464
7.369032,3,4.189091
7.369032,3,4.189723
7.369032,3,4.190324
7.369032,3,4.190543
7.369032,3,4.191149
7.369032,3,4.191793
7.369032,3,4.192391
7.369032,3,4.192603
7.369032,3,4.193209
-19.8,3,4.193791
7.369032,3,4.194397
7.369032,3,4.194608
7.369032,3,4.195232
7.369032,3,4.195856
7.369032,3,4.196453
7.369032,3,4.196667
7.369032,3,4.197287
7.369032,3,4.197946
7.369032,3,4.198584
7.369032,3,4.198789
7.345994,3,4.199394
7.345994,3,4.20001
7.345994,3,4.20061
7.345994,3,4.20082
7.345994,3,4.201434
7.345994,3,4.202057
7.345994,3,4.202656
7.345994,3,4.202875
7.345994,3,4.203487
7.345994,3,4.204159
7.345994,3,4.204908
-20.0,1,4.204957
7.345994,3,4.205569
7.345994,3,4.20581
7.345994,3,4.20642
7.345994,3,4.207029
7.345994,3,4.207628
7.345994,3,4.207865
7.345994,3,4.208472
7.345994,3,4.209063
7.345994,3,4.209657
7.345994,3,4.209889
7.345994,3,4.210494
6.664114,3,4.211123
-20.0,1,4.211159
7.345994,3,4.211787
7.345994,3,4.212381
7.345994,3,4.212596
7.345994,3,4.213201
7.345994,3,4.213822
7.359665,3,4.214419
7.359665,3,4.214636
7.359665,3,4.215268
7.359665,3,4.215904
7.359665,3,4.216506
7.359665,3,4.216722
7.359665,3,4.217325
7.345994,3,4.217956
7.345994,3,4.218553
7.345994,3,4.218768
7.345994,3,4.219378
7.345994,3,4.220006
7.345994,3,4.220635
7.345994,3,4.22086
7.345994,3,4.221585
-20.0,1,4.22166
7.345994,3,4.222341
7.345994,3,4.222972
7.345994,3,4.223583
7.345994,3,4.223826
7.345994,3,4.224447
7.345994,3,4.225062
7.345994,3,4.225663
7.345994,3,4.225899
7.345994,3,4.226527
7.345994,3,4.227155
7.345994,3,4.22775
7.345994,3,4.227984
7.345994,3,4.228594
7.345994,3,4.229181
7.345994,3,4.22979
7.345994,3,4.230028
7.345994,3,4.23065
7.345994,3,4.231255
6.664114,3,4.231877
6.408986,3,4.232077
6.664114,3,4.23269
7.541029,3,4.233244
6.664114,3,4.23383
6.664114,3,4.234064
6.664114,3,4.234665
6.664114,3,4.235261
6.664114,3,4.235849
6.664114,3,4.236084
6.664114,3,4.236696
6.664114,3,4.237303
7.014298,3,4.237996
7.359665,3,4.238242
7.359665,3,4.238865
7.359665,3,4.239476
7.359665,3,4.240069
7.359665,3,4.240307
7.359665,3,4.24091
7.359665,3,4.241523
7.359665,3,4.242134
7.359665,3,4.242371
7.367853,3,4.242973
7.367853,3,4.243561
7.367853,3,4.244177
7.367853,3,4.244415
7.367853,3,4.245025
7.367853,3,4.24564
7.367853,3,4.24626
7.367853,3,4.246497
7.367853,3,4.247101
7.367853,3,4.247707
7.367853,3,4.248307
7.367853,3,4.248543
7.367853,3,4.249163
7.367853,3,4.249788
7.367853,3,4.250449
7.367853,3,4.250721
7.367853,3,4.252134
6.93406,3,4.252826
7.367853,3,4.253493
7.367853,3,4.25375
7.367853,3,4.254568
7.367853,3,4.255201
7.299686,3,4.255834
7.299686,3,4.256075
7.299686,3,4.256738
7.299686,3,4.257375
7.299686,3,4.258008
7.299686,3,4.25825
7.299686,3,4.258868
7.299686,3,4.259494
7.299686,3,4.260112
7.299686,3,4.26035
7.252966,3,4.261
7.299686,3,4.261667
7.299686,3,4.262286
7.299686,3,4.262527
7.360328,3,4.263175
7.360328,3,4.263787
7.360328,3,4.264417
7.360328,3,4.264659
7.360328,3,4.265277
7.360328,3,4.26591
7.360328,3,4.26651
7.360328,3,4.266741
7.360328,3,4.267351
7.360328,3,4.267959
7.360328,3,4.268583
7.360328,3,4.268813
7.360328,3,4.269426
7.516898,3,4.270265
7.516898,3,4.270878
7.516898,3,4.271364
7.119225,3,4.272091
7.516898,3,4.272735
7.516898,3,4.273656
7.516898,3,4.274332
7.516898,3,4.275298
7.516898,3,4.276013
7.516898,3,4.276654
7.516898,3,4.276899
7.516898,3,4.277642
7.516898,3,4.278862
9.58301,3,4.279545
-0.643184,3,4.279795
-0.643184,3,4.280442
-0.643184,3,4.281073
-0.643184,3,4.281722
-0.643184,3,4.281991
-0.643184,3,4.282696
-0.643184,3,4.283354
-0.643184,3,4.283969
-0.643184,3,4.284206
-0.643184,3,4.284813
-0.643184,3,4.285446
-0.643184,3,4.28606
9.288694,3,4.286291
9.288694,3,4.28691
9.288694,3,4.287539
9.288694,3,4.288389
9.288694,3,4.288648
9.288694,3,4.289325
9.288694,3,4.289947
9.288694,3,4.290582
-20.0,1,4.290654
9.288694,3,4.291266
9.288694,3,4.291478
9.288694,3,4.292115
9.288694,3,4.293581
9.288694,3,4.294333
9.288694,3,4.294558
7.177435,3,4.295223
7.177435,3,4.296074
7.177435,3,4.297041
7.177435,3,4.297289
7.177435,3,4.298042
7.177435,3,4.29876
7.177435,3,4.299478
7.177435,3,4.299692
7.509968,3,4.300374
9.288694,3,4.301072
7.177435,3,4.301735
7.177435,3,4.301961
8.519368,3,4.302554
7.177435,3,4.303213
7.361979,3,4.30385
7.361979,3,4.304069
7.361979,3,4.304857
7.361979,3,4.305541
7.361979,3,4.306186
7.361979,3,4.306401
7.361979,3,4.307044
7.361979,3,4.307703
7.361979,3,4.308329
7.361979,3,4.308541
7.361979,3,4.309171
7.361979,3,4.30982
7.361979,3,4.310449
7.361979,3,4.310668
7.361979,3,4.311287
7.361979,3,4.311935
7.361979,3,4.312548
-0.643184,3,4.312768
7.25559,3,4.313383
7.25559,3,4.314008
7.25559,3,4.314614
7.25559,3,4.314823
7.25559,3,4.315432
7.25559,3,4.316068
7.25559,3,4.316698
7.25559,3,4.316912
7.25559,3,4.317543
7.25559,3,4.318197
7.25559,3,4.318807
7.361979,3,4.319024
7.361979,3,4.319634
7.361979,3,4.320289
7.361979,3,4.320979
7.361979,3,4.321273
7.361979,3,4.321921
7.361979,3,4.322578
7.361979,3,4.323211
7.361979,3,4.323419
7.361979,3,4.324025
7.187562,3,4.324678
7.277285,3,4.325273
7.277285,3,4.325488
7.277285,3,4.326097
7.277285,3,4.326734
7.277285,3,4.327336
7.277285,3,4.327546
7.277285,3,4.328166
7.277285,3,4.328818
7.277285,3,4.329423
7.277285,3,4.329638
7.277285,3,4.330246
7.277285,3,4.330881
7.277285,3,4.331517
7.640083,3,4.331738
7.640083,3,4.332343
-20.0,1,4.332412
7.277285,3,4.33302
7.640083,3,4.333625
7.640083,3,4.334226
7.640083,3,4.334459
7.640083,3,4.335066
7.640083,3,4.33568
7.640083,3,4.336291
7.640083,3,4.336526
7.640083,3,4.337227
7.969824,3,4.338371
7.969824,3,4.339049
7.969824,3,4.339301
7.969824,3,4.339939
7.640083,3,4.340565
7.640083,3,4.341166
7.640083,3,4.341401
7.640083,3,4.342043
7.640083,3,4.342674
7.640083,3,4.343266
7.640083,3,4.343501
7.640083,3,4.344121
7.640083,3,4.344721
7.640083,3,4.345312
7.640083,3,4.345552
7.640083,3,4.346153
8.015403,3,4.346751
8.015403,3,4.34735
8.015403,3,4.347581
8.015403,3,4.348175
8.015403,3,4.348801
8.015403,3,4.349412
8.015403,3,4.349648
8.015403,3,4.350276
8.015403,3,4.350874
7.565389,3,4.351494
7.565389,3,4.35173
8.047023,3,4.352337
8.047023,3,4.35293
8.047023,3,4.35353
-20.0,1,4.353609
7.565389,3,4.354346
7.565389,3,4.354567
7.565389,3,4.355164
7.969824,3,4.355817
7.969824,3,4.35642
7.969824,3,4.356637
7.969824,3,4.357264
8.047023,3,4.357892
8.047023,3,4.358516
8.047023,3,4.358731
7.969824,3,4.359347
7.969824,3,4.359978
7.969824,3,4.360586
7.969824,3,4.360792
8.047023,3,4.361427
7.938912,3,4.36202
8.047023,3,4.362611
8.047023,3,4.362828
8.047023,3,4.363432
8.047023,3,4.364097
8.047023,3,4.364725
8.047023,3,4.364932
7.969824,3,4.365541
7.969824,3,4.366183
7.969824,3,4.366823
7.969824,3,4.367033
7.969824,3,4.367622
7.969824,3,4.368241
7.969824,3,4.368845
7.969824,3,4.369054
7.969824,3,4.36965
7.996017,3,4.370231
-20.0,1,4.370307
7.969824,3,4.370977
8.047023,3,4.371566
8.047023,3,4.371796
8.047023,3,4.372441
8.047023,3,4.373075
8.047023,3,4.373706
8.047023,3,4.373937
8.047023,3,4.374534
8.212062,3,4.375139
8.212062,3,4.375744
7.689248,3,4.375949
8.212062,3,4.376555
8.212062,3,4.377161
8.212062,3,4.377784
8.212062,3,4.378014
8.212062,3,4.378619
8.212062,3,4.379219
7.969824,3,4.379816
7.969824,3,4.380051
8.047023,3,4.380658
8.047023,3,4.381281
7.969824,3,4.381897
7.969824,3,4.382132
8.047023,3,4.382736
8.047023,3,4.383341
8.047023,3,4.383948
8.047023,3,4.384183
8.047023,3,4.384798
8.047023,3,4.385397
7.683456,3,4.385986
7.055968,3,4.386185
8.047023,3,4.386825
7.565389,3,4.387468
7.565389,3,4.388079
7.565389,3,4.388308
7.565389,3,4.388921
7.565389,3,4.389513
7.565389,3,4.390104
7.565389,3,4.390331
7.565389,3,4.390954
7.565389,3,4.391578
7.565389,3,4.392166
7.565389,3,4.3924
7.565389,3,4.393011
7.565389,3,4.393609
7.565389,3,4.394203
7.565389,3,4.394438
7.565389,3,4.395038
7.565389,3,4.395623
7.565389,3,4.396208
7.565389,3,4.39644
8.047023,3,4.39704
8.047023,3,4.397648
8.047023,3,4.39826
8.047023,3,4.3985
8.047023,3,4.399122
8.047023,3,4.399712
8.047023,3,4.400307
8.047023,3,4.400534
8.047023,3,4.40113
8.047023,3,4.401727
8.047023,3,4.402327
8.047023,3,4.402556
8.047023,3,4.403161
8.047023,3,4.403812
8.047023,3,4.404425
8.047023,3,4.404667
8.047023,3,4.405316
8.047023,3,4.405975
8.047023,3,4.406681
8.047023,3,4.40694
7.897592,3,4.407628
7.897592,3,4.408246
7.10316,3,4.408822
7.476714,3,4.409063
7.476714,3,4.409665
-0.643184,3,4.410307
-0.643184,3,4.410902
-0.643184,3,4.411133
7.915849,3,4.411755
7.915849,3,4.412377
7.915849,3,4.41298
-19.9,2,4.413112
7.915849,3,4.413711
7.915849,3,4.414328
7.915849,3,4.414542
7.915849,3,4.41519
7.915849,3,4.415784
7.49882,3,4.416377
-20.0,1,4.416422
7.58996,3,4.416991
7.49882,3,4.417197
7.49882,3,4.417819
7.49882,3,4.418422
7.589637,3,4.419011
7.639151,3,4.419202
7.49882,3,4.419816
7.49882,3,4.420445
7.49882,3,4.421157
7.49882,3,4.421371
7.49882,3,4.421997
7.49882,3,4.422607
7.943545,3,4.423216
7.49882,3,4.42344
7.49882,3,4.424068
7.49882,3,4.424688
7.49882,3,4.425347
7.49882,3,4.425565
7.49882,3,4.426186
7.49882,3,4.426788
7.49882,3,4.427427
7.49882,3,4.42764
7.49882,3,4.428255
7.49882,3,4.428867
7.49882,3,4.429499
7.49882,3,4.429711
7.49882,3,4.430323
7.49882,3,4.430924
7.49882,3,4.431583
7.49882,3,4.431798
7.49882,3,4.432419
7.49882,3,4.433048
7.49882,3,4.433689
7.49882,3,4.433905
7.49882,3,4.434511
7.49882,3,4.435111
7.49882,3,4.435742
7.49882,3,4.435954
7.49882,3,4.436561
7.49882,3,4.437201
7.163874,3,4.437814
7.49882,3,4.43803
7.49882,3,4.438641
7.49882,3,4.43925
7.49882,3,4.439906
7.49882,3,4.440145
7.49882,3,4.440775
7.49882,3,4.441411
7.49882,3,4.442056
7.49882,3,4.442273
7.49882,3,4.442877
7.837163,3,4.443487
7.837163,3,4.444136
7.837163,3,4.444347
-6.905072,3,4.444944
7.837163,3,4.445553
7.49882,3,4.446168
7.49882,3,4.446376
7.49882,3,4.446976
7.49882,3,4.447608
7.837163,3,4.448253
7.837163,3,4.448472
7.837163,3,4.449088
7.837163,3,4.44992
7.837163,3,4.450542
7.000817,3,4.450714
7.837163,3,4.451327
7.837163,3,4.45194
7.837163,3,4.452569
7.837163,3,4.452779
7.837163,3,4.453382
7.837163,3,4.454045
1.093549,3,4.454637
7.837163,3,4.454848
7.837163,3,4.455464
7.837163,3,4.456085
7.837163,3,4.456723
7.837163,3,4.456931
7.837163,3,4.457547
7.837163,3,4.458184
7.704577,3,4.458782
7.837163,3,4.459002
7.837163,3,4.459619
6.967198,3,4.460177
7.837163,3,4.460805
7.00114,3,4.46098
7.837163,3,4.461575
7.837163,3,4.46217
7.837163,3,4.462783
7.837163,3,4.462992
7.837163,3,4.463592
7.837163,3,4.464187
7.837163,3,4.46484
7.837163,3,4.46505
7.837163,3,4.465658
7.837163,3,4.466278
7.837163,3,4.466906
7.837163,3,4.467111
7.837163,3,4.467708
7.837163,3,4.468303
7.837163,3,4.468923
7.837163,3,4.469133
7.837163,3,4.469751
7.837163,3,4.470362
7.837163,3,4.471023
7.837163,3,4.471248
7.837163,3,4.471873
7.837163,3,4.472478
7.837163,3,4.473099
7.837163,3,4.473313
7.837163,3,4.473937
7.837163,3,4.474565
7.844069,3,4.475199
7.844069,3,4.475413
7.844069,3,4.476016
7.844069,3,4.476644
7.844069,3,4.477272
7.844069,3,4.477486
7.844069,3,4.478098
7.844069,3,4.478694
7.844069,3,4.479324
7.844069,3,4.479537
7.844069,3,4.480151
7.844069,3,4.480768
7.844069,3,4.48138
7.844069,3,4.481592
7.844069,3,4.482218
7.844069,3,4.482856
7.844069,3,4.483477
7.844069,3,4.483688
7.21756,3,4.484279
7.844069,3,4.484892
7.844069,3,4.485508
7.844069,3,4.485719
8.207946,3,4.486322
-20.0,1,4.486363
8.207946,3,4.48706
8.207946,3,4.487685
8.207946,3,4.488324
8.207946,3,4.488538
7.25559,3,4.489153
8.207946,3,4.489758
8.207946,3,4.49037
8.207946,3,4.490592
8.207946,3,4.491247
8.207946,3,4.491855
8.207946,3,4.492486
8.207946,3,4.492699
8.207946,3,4.493334
8.207946,3,4.493936
7.547228,3,4.494539
7.547228,3,4.494754
7.547228,3,4.49538
7.547228,3,4.495999
